Unnamed: 0,id,scrape_id,last_scraped,host_url,host_location,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,longitude,property_type,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_name,host_listings_count,has_availability,number_of_reviews,price
260,9189062,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/47805557,"Victoria, Canada",89%,f,2,['phone'],-123.50573,Entire guest suite,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Shampoo"", ""Lockbox"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Dryer"", ""Private entrance"", ""Clothing storage"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""First aid kit"", ""Portable fans"", ""Cooking basics"", ""Washer"", ""Single level home"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Stove"", ""Freezer""]",3,730,3,3,730,730,3.0,730.0,,49,79,351,29/12/24,21,1,27/12/15,10/12/24,4.74,4.82,4.79,4.78,4.76,4.82,4.76,,1,1,0,0,0.52,Karen,1,t,57,$136.00 
261,9436886,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/10042801,"North Saanich, Canada",0%,f,6,"['email', 'phone']",-123.46355,Private room in bed and breakfast,1.0,1 private bath,2.0,2.0,"[""BBQ grill: gas"", ""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Patio or balcony"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Refrigerator"", ""Shampoo"", ""Bidet"", ""TV"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Indoor fireplace"", ""Hangers"", ""Wifi"", ""Microwave"", ""Coffee"", ""Body soap"", ""Exterior security cameras on property"", ""Barbecue utensils"", ""Dedicated workspace"", ""Keypad"", ""Drying rack for clothing"", ""Private backyard"", ""Coffee maker: espresso machine"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Carbon monoxide alarm"", ""Freezer""]",1,1125,1,1,1125,1125,1.0,1125.0,,60,90,269,29/12/24,0,0,,,,,,,,,,,4,1,3,0,,Marguerite,4,t,0,$372.00 
262,9496257,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/49216667,"Victoria, Canada",92%,f,4,"['email', 'phone', 'work_email']",-123.39807,Entire guesthouse,1.0,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Backyard"", ""Patio or balcony"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""TV"", ""Self check-in"", ""Essentials"", ""Oven"", ""Heating"", ""Dryer"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Pets allowed"", ""Dishwasher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove""]",2,1125,2,2,1125,1125,2.0,1125.0,,0,0,206,29/12/24,28,0,03/09/16,14/10/24,4.66,4.79,4.73,4.89,4.82,4.63,4.51,,1,1,0,0,1.06,Matt And Breanne,2,t,107,$250.00 
263,9616935,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/12703371,"Victoria, Canada",100%,t,1,"['email', 'phone', 'work_email']",-123.4894294,Entire guest suite,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""55 inch HDTV with standard cable"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Electric stove"", ""Fast wifi \u2013 177 Mbps"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Housekeeping - available at extra cost"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Pets allowed"", ""Coffee"", ""Laundromat nearby"", ""Dishwasher"", ""Smart lock"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Portable fans"", ""Cooking basics"", ""Single level home"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Carbon monoxide alarm"", ""Freezer""]",3,1125,3,3,1125,1125,3.0,1125.0,,51,81,253,29/12/24,25,0,02/10/22,11/11/24,4.84,4.91,4.8,4.91,4.91,4.7,4.77,,1,1,0,0,1.61,Alita Yvonne,1,t,44,$168.00 
264,9716578,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/4566005,"Victoria, Canada",59%,t,4,"['email', 'phone', 'work_email']",-123.36609,Entire home,1.0,1 bath,3.0,3.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Backyard"", ""Patio or balcony"", ""Ethernet connection"", ""Refrigerator"", ""Outdoor dining area"", ""Free street parking"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""High chair"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Dryer"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Ceiling fan"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""BBQ grill"", ""Pets allowed"", ""Dishwasher"", ""First aid kit"", ""Barbecue utensils"", ""Portable fans"", ""Cooking basics"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Stove"", ""Freezer""]",90,1125,90,90,1125,1125,90.0,1125.0,,5,5,274,29/12/24,12,0,26/07/16,21/04/24,4.78,4.88,4.72,4.94,4.91,4.84,4.74,,1,1,0,0,2.24,Claire & Cody,2,t,230,$185.00 
265,9719510,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/50169013,"Victoria, Canada",22%,f,1,"['email', 'phone']",-123.40351,Entire guest suite,1.0,1 bath,1.0,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Conditioner"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""Electric stove"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Blender"", ""Cleaning available during stay"", ""Heating"", ""Dryer"", ""Private entrance"", ""Private patio or balcony"", ""TV with standard cable"", ""Stainless steel oven"", ""Hot water kettle"", ""Fire pit"", ""Books and reading material"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""BBQ grill"", ""Pets allowed"", ""Coffee"", ""Coffee maker: drip coffee maker, french press"", ""Body soap"", ""Exterior security cameras on property"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Washer"", ""Single level home"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm""]",2,365,2,2,365,365,2.0,365.0,,48,50,197,29/12/24,2,0,15/08/23,16/02/24,5.0,4.93,4.93,5.0,5.0,5.0,4.86,,1,1,0,0,0.83,Jason,1,t,14,$115.00 
266,9825160,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/48336451,"British Columbia, Canada",90%,t,2,"['email', 'phone']",-123.50023,Tiny home,0.5,Half-bath,1.0,1.0,"[""Sea view"", ""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Harbor view"", ""Essentials"", ""Toaster"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Clothing storage: dresser"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Body soap"", ""First aid kit"", ""Dedicated workspace"", ""Portable fans"", ""Iron"", ""Coffee maker: espresso machine, french press"", ""Bed linens"", ""Wine glasses"", ""Beach essentials"", ""Mini fridge"", ""Board games""]",3,14,3,3,14,14,3.0,14.0,,45,75,313,29/12/24,17,2,30/03/16,09/12/24,4.83,4.86,4.75,4.94,4.93,4.91,4.78,,1,1,0,0,1.9,Mona & Peter,1,t,203,$109.00 
267,9846617,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/341460,"Victoria, Canada",98%,t,2,"['email', 'phone']",-123.31196,Private room in home,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Self check-in"", ""Essentials"", ""Heating"", ""TV with standard cable"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""First aid kit"", ""Dedicated workspace"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm""]",2,1125,2,2,1125,1125,2.0,1125.0,,29,52,298,29/12/24,60,2,15/02/16,17/12/24,4.91,4.93,4.91,4.96,4.96,4.9,4.9,,1,0,1,0,4.19,Lorraine,1,t,453,$85.00 
268,9879224,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/4273068,"Victoria, Canada",75%,,9,"['email', 'phone']",-123.36468,Entire rental unit,1.0,1 bath,1.0,2.0,"[""Exercise equipment"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Air conditioning"", ""Smoke alarm"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Shared gym in building"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""BBQ grill"", ""Paid street parking off premises"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: electric"", ""Elevator"", ""TV with standard cable, Netflix"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Stove"", ""Shared hot tub"", ""Freezer""]",90,730,90,91,730,730,90.9,730.0,,60,90,263,29/12/24,11,0,30/01/16,30/04/24,4.89,4.91,4.87,4.83,4.89,4.95,4.84,38254,3,3,0,0,4.32,Agata,8,t,469,$166.00 
269,9925595,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/51699368,"Victoria, Canada",100%,f,5,"['email', 'phone']",-123.32273,Entire guest suite,1.0,1 bath,0.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Backyard"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bidet"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Kitchenette"", ""Essentials"", ""Oven"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Washer \u2013\u00a0In unit"", ""Hangers"", ""Wifi"", ""Microwave"", ""Central heating"", ""Coffee"", ""Laundromat nearby"", ""Dryer \u2013\u00a0In unit"", ""Body soap"", ""Exterior security cameras on property"", ""First aid kit"", ""HDTV with Apple TV"", ""Dedicated workspace"", ""Portable fans"", ""Cooking basics"", ""Exercise equipment: rowing"", ""Single level home"", ""Keypad"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Lake access"", ""Freezer""]",1,15,1,1,15,15,1.0,15.0,,46,66,92,29/12/24,58,2,13/01/16,07/12/24,4.89,4.95,4.89,4.94,4.92,4.86,4.85,,1,1,0,0,1.44,Lily,1,t,157,$94.00 
270,10222754,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/35171290,"Victoria, Canada",98%,t,4,"['email', 'phone']",-123.41119,Entire guest suite,1.0,1 bath,1.0,1.0,"[""Park view"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 2 spaces"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Outdoor dining area"", ""Shared beach access"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Clothing storage: closet"", ""Cleaning available during stay"", ""Private entrance"", ""Hot water kettle"", ""Island Essentials natural Castile soap in unscented and cardamom cream! body soap"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Pack \u2019n play/Travel crib - available upon request"", ""Lake access"", ""Pets allowed"", ""Coffee"", ""Laundromat nearby"", ""Heating - split type ductless system"", ""40 inch HDTV with Netflix"", ""Dedicated workspace"", ""Fast wifi \u2013 80 Mbps"", ""Portable fans"", ""Single level home"", ""Keypad"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Island Essentials natural unscented shampoo shampoo"", ""Island Essentials conditioner""]",1,28,1,1,1125,1125,1.0,1125.0,,54,80,344,29/12/24,110,3,29/02/16,20/12/24,4.86,4.93,4.96,4.93,4.94,4.89,4.87,,4,4,0,0,7.33,Jody,4,t,788,$88.00 
272,10313948,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/53069056,"Victoria, Canada",100%,f,1,"['email', 'phone']",-123.37246,Entire rental unit,1.0,1 bath,0.0,1.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Record player"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Dryer"", ""Private entrance"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Ceiling fan"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dedicated workspace"", ""Ocean view"", ""Portable fans"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Clothing storage: wardrobe"", ""Board games"", ""Beach view"", ""Ivory body soap""]",14,1125,14,14,1125,1125,14.0,1125.0,,0,0,118,29/12/24,1,0,05/08/16,15/07/24,4.98,4.96,4.98,4.99,4.98,4.97,4.98,,1,1,0,0,0.91,Jen And Vohn,1,t,93,$150.00 
273,10386600,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/53469723,"Victoria, Canada",99%,,14,"['email', 'phone']",-124.07038,Entire rental unit,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Smoke alarm"", ""Backyard"", ""Patio or balcony"", ""Refrigerator"", ""Shampoo"", ""Essentials"", ""Oven"", ""Heating"", ""Dryer"", ""Private entrance"", ""TV with standard cable"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""BBQ grill"", ""Hot tub"", ""Pets allowed"", ""First aid kit"", ""Cooking basics"", ""Washer"", ""Single level home"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove""]",2,7,1,2,1125,1125,1.3,1125.0,,0,0,116,29/12/24,27,0,07/02/16,22/07/24,4.83,4.86,4.84,4.95,4.87,4.86,4.76,,4,4,0,0,3.8,Kelly,13,t,411,$89.00 
274,10393310,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/48912730,"Victoria, Canada",100%,f,1,"['email', 'phone']",-124.41799,Entire cottage,1.0,1 bath,1.0,2.0,"[""Baby safety gates"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hair dryer"", ""Conditioner"", ""HDTV with Netflix"", ""Smoke alarm"", ""Stove"", ""Backyard"", ""Room-darkening shades"", ""Outdoor dining area"", ""Radiant heating"", ""Indoor fireplace: gas"", ""Refrigerator"", ""Free street parking"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Private entrance"", ""Fire pit"", ""Children\u2019s books and toys"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Clothing storage: dresser"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Central heating"", ""Microwave"", ""BBQ grill"", ""Pets allowed"", ""Coffee"", ""Body soap"", ""Barbecue utensils"", ""Cooking basics"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Board games"", ""Freezer""]",2,1125,2,2,1125,1125,2.0,1125.0,,57,85,315,29/12/24,1,0,18/03/16,19/02/24,4.6,4.73,4.82,4.89,4.96,4.66,4.5,,1,1,0,0,0.53,"Karen...
.",1,t,57,$195.00 
275,10408774,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/53599322,"British Columbia, Canada",100%,f,1,"['email', 'phone']",-123.5827,Entire home,2.5,2.5 baths,3.0,3.0,"[""50 inch HDTV with Apple TV, standard cable"", ""Fireplace guards"", ""Private backyard \u2013 Not fully fenced"", ""Mountain view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free parking on premises"", ""Hair dryer"", ""Smoke alarm"", ""Long term stays allowed"", ""Room-darkening shades"", ""Ethernet connection"", ""Outdoor dining area"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Blender"", ""Bay view"", ""Dryer"", ""Children\u2019s books and toys"", ""Heating"", ""Hot water kettle"", ""Private entrance"", ""Private patio or balcony"", ""Hammock"", ""Books and reading material"", ""Hot water"", ""Ceiling fan"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""KitchenAid stainless steel single oven"", ""BBQ grill"", ""Private hot tub"", ""Pets allowed"", ""Dishwasher"", ""Coffee maker: drip coffee maker, french press"", ""KichenAid refrigerator"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Ocean view"", ""Cooking basics"", ""KitchenAid stainless steel gas stove"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Indoor fireplace: wood-burning"", ""Wine glasses"", ""Sonos Bluetooth sound system"", ""Beach access \u2013 Beachfront"", ""Carbon monoxide alarm"", ""Board games"", ""Freezer""]",7,28,7,7,28,28,7.0,28.0,,53,83,312,29/12/24,2,1,27/07/16,30/11/24,4.92,4.96,5.0,5.0,4.96,5.0,4.85,,1,1,0,0,0.25,Eliot,1,t,26,$500.00 
276,10650128,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/54995777,"Victoria, Canada",95%,t,1,"['email', 'phone']",-123.50643,Entire home,0.0,0 baths,1.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Wifi \u2013 5 Mbps"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Shampoo"", ""Dining table"", ""High chair"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Fire pit"", ""Hot water kettle"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Microwave"", ""BBQ grill"", ""Baking sheet"", ""Pets allowed"", ""TV with Amazon Prime Video, standard cable"", ""Smoking allowed"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Iron"", ""Coffee maker"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]",2,28,2,2,28,28,2.0,28.0,,57,87,144,29/12/24,23,1,21/06/16,01/12/24,4.91,4.94,4.86,4.96,4.97,4.88,4.9,,1,1,0,0,2.27,Shannon Holly,1,t,236,$108.00 
278,10701073,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/55226322,"Sidney, Canada",98%,t,1,"['email', 'phone']",-123.40218,Entire guest suite,1.0,1 bath,2.0,2.0,"[""BBQ grill: gas"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Waterfront"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Refrigerator/freezer refrigerator"", ""Free driveway parking on premises \u2013 2 spaces"", ""Room-darkening shades"", ""Outdoor dining area"", ""Free street parking"", ""Shared beach access"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Stainless steel electric stove"", ""Private entrance"", ""Children\u2019s books and toys"", ""Frigidaire Convection  stainless steel oven"", ""Hot water kettle"", ""Private patio or balcony"", ""46 inch TV with premium cable"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Central heating"", ""Microwave"", ""Baking sheet"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Portable fans"", ""Cooking basics"", ""Single level home"", ""Keypad"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Central air conditioning"", ""Wine glasses"", ""Beach essentials"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Board games""]",2,1125,2,2,1125,1125,2.0,1125.0,,3,10,55,29/12/24,57,1,31/10/19,01/12/24,4.96,4.98,4.98,4.98,4.99,4.96,4.95,,1,1,0,0,4.07,Dorothy-Ann,1,t,256,$120.00 
279,10756434,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/7410644,"Victoria, Canada",93%,f,8,"['email', 'phone']",-123.34482,Entire guest suite,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Outdoor dining area"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""Garden view"", ""Self check-in"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""TV with Netflix"", ""Free washer \u2013 In building"", ""Cooking basics"", ""Rice maker"", ""Iron"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]",90,370,90,90,370,370,90.0,370.0,,0,0,224,29/12/24,4,0,16/03/16,31/08/24,4.96,4.97,4.96,4.99,4.98,4.95,4.93,,1,1,0,0,1.43,Lisa,3,t,153,$100.00 
280,10805397,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/55836336,"British Columbia, Canada",96%,t,1,"['email', 'phone']",-123.29623,Entire bungalow,1.0,1 bath,0.0,4.0,"[""Sea view"", ""Private backyard \u2013 Not fully fenced"", ""Mountain view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free parking on premises"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Long term stays allowed"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Garden view"", ""Whirlpool stainless steel electric stove"", ""Outlet covers"", ""Essentials"", ""Toaster"", ""Blender"", ""Bay view"", ""Dryer"", ""Heating"", ""Private entrance"", ""Stainless steel oven"", ""Hot water kettle"", ""Private patio or balcony"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Bluetooth sound system"", ""Ceiling fan"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Body soap"", ""First aid kit"", ""TV with Roku"", ""Dedicated workspace"", ""Ocean view"", ""Portable fans"", ""Cooking basics"", ""Single level home"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Board games"", ""Freezer""]",2,30,1,2,1125,1125,2.0,1125.0,,39,68,203,29/12/24,16,0,27/06/16,22/09/24,4.97,4.97,4.98,4.99,5.0,4.97,4.94,,1,1,0,0,1.5,Cheryl,1,t,155,$168.00 
